job_names,job_group,level,salary,work_mode,domain_list,domain_group,skills_list,languages,tools,frameworks,libraries,programming_languages,others,company_names,city,post_date
Mobile Application Developer,Backend Developer,junior,Up to $1200,At office,['IT Services and IT Consulting'],['IT & Software'],"['Mobile Apps', 'TypeScript', 'JavaScript', 'React Native', 'Android', 'iOS']",,,,,"['TypeScript', 'JavaScript']","['Mobile Apps', 'React Native', 'Android', 'iOS']",Công ty TNHH Công Nghệ CFOX,Ho Chi Minh,2025-11-15
Fullstack Developer,Fullstack Developer,senior,Up to $2500,Hybrid,['IT Services and IT Consulting'],['IT & Software'],"['Shopify', 'PHP', 'JavaScript', 'Java', '.NET', 'Spring Boot']",,['Shopify'],"['.NET', 'Spring Boot']",,"['PHP', 'JavaScript', 'Java']",,IMT Solutions,Ho Chi Minh,2025-11-15
Test Coordinator / QAQC Coordinator,QA / Tester,senior,Up to $1224,At office,"['Banking', 'Financial Services']",['Finance'],"['PQA', 'English', 'Agile', 'Scrum', 'Team Management', 'Leadership']",['English'],,,,,"['PQA', 'Agile', 'Scrum', 'Team Management', 'Leadership']",Công ty TNHH Giải pháp Công nghệ Cộng,Ha Noi,2025-11-15
Security Engineer,Security / Cybersecurity,lead,Unknown,At office,['Securities & Investment'],['Finance'],"['Security', 'EDR', 'IDS/IPS', 'SIEM', 'Linux', 'Windows Server']",,,,,,"['Security', 'EDR', 'IDS/IPS', 'SIEM', 'Linux', 'Windows Server']",NH SECURITIES VIETNAM,Ha Noi,2025-11-15
Backend Developer,Backend Developer,mid,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['NodeJS', 'Docker', 'NoSQL', 'SQL', 'Microservices', 'NestJS']",,['Docker'],['NestJS'],,['SQL'],"['NodeJS', 'NoSQL', 'Microservices']",CÔNG TY TNHH TECHTACK,Ha Noi,2025-11-15
UX/UI Designer,UX/UI Designer,junior,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['UI-UX', 'Sketch', 'Adobe XD', 'Typography', 'Figma', 'Design']",,"['Sketch', 'Adobe XD', 'Figma']",,,,"['UI-UX', 'Typography', 'Design']",CÔNG TY TNHH TECHTACK,Ha Noi,2025-11-15
Fullstack Developer,Fullstack Developer,fresher,Unknown,At office,['AI Software & Services'],['AI / Emerging Tech'],"['Fullstack', 'Database', 'NestJS', 'ReactJS', 'Python', 'TypeScript']",,,"['NestJS', 'ReactJS']",,"['Python', 'TypeScript']","['Fullstack', 'Database']",Arcanic AI,Ha Noi,2025-11-15
Backend Developer,Backend Developer,intern,Unknown,Hybrid,['IT Services and IT Consulting'],['IT & Software'],"['NodeJS', 'Database', 'API', 'Spring Boot', 'PHP']",,['API'],['Spring Boot'],,['PHP'],"['NodeJS', 'Database']",CÔNG TY CỔ PHẦN CÔNG NGHỆ TINKTALK,Ha Noi,2025-11-15
Mobile Application Developer,Backend Developer,junior,Unknown,At office,['Healthcare'],['Healthcare'],"['Mobile Apps', 'JavaScript', 'ERP', 'React Native', 'Dart', 'Flutter']",,,['Flutter'],,"['JavaScript', 'Dart']","['Mobile Apps', 'ERP', 'React Native']",MediS,Ho Chi Minh,2025-11-15
Frontend Developer,Frontend Developer,intern,Unknown,Hybrid,['IT Services and IT Consulting'],['IT & Software'],"['JavaScript', 'Redux', 'NextJS', 'ReactJS']",,,"['Redux', 'NextJS', 'ReactJS']",,['JavaScript'],,CÔNG TY CỔ PHẦN CÔNG NGHỆ TINKTALK,Ha Noi,2025-11-15
Frontend Developer,Frontend Developer,mid,Unknown,At office,['E-commerce'],['Ecommerce & Retail'],"['ReactJS', 'UI-UX', 'CSS', 'Tailwind', 'TypeScript', 'NextJS']",,,"['ReactJS', 'Tailwind', 'NextJS']",,"['CSS', 'TypeScript']",['UI-UX'],Eazylab VietNam,Ho Chi Minh,2025-11-15
Backend Developer,Backend Developer,lead,Up to $3500,Hybrid,['Software Products and Web Services'],['IT & Software'],"['Golang', 'NodeJS', 'ReactJS']",,,['ReactJS'],,['Golang'],['NodeJS'],Oolio Vietnam,Ho Chi Minh,2025-11-15
Business Analyst,Manager / Lead,junior,Unknown,At office,"['IT Services and IT Consulting', 'Software Development Outsourcing', 'Software Products and Web Services']",['IT & Software'],"['Business Analysis', 'Axure', 'Jira', 'Wireframing', 'User story', 'Agile']",,['Jira'],,,,"['Business Analysis', 'Axure', 'Wireframing', 'User story', 'Agile']",SGH Asia Ltd.,Ho Chi Minh,2025-11-15
Fullstack Developer,Fullstack Developer,Unknown,Unknown,At office,"['IT Services and IT Consulting', 'Software Development Outsourcing', 'Software Products and Web Services']",['IT & Software'],"['Fullstack', 'English', 'JavaScript', 'Golang', 'ReactJS']",['English'],,['ReactJS'],,"['JavaScript', 'Golang']",['Fullstack'],SGH Asia Ltd.,Ho Chi Minh,2025-11-15
Backend Developer,Backend Developer,mid,Unknown,At office,['Software Products and Web Services'],['IT & Software'],"['Python', 'VSCode', 'Rust', 'TypeScript', 'English']",['English'],['VSCode'],,,"['Python', 'Rust', 'TypeScript']",,Bosch Global Software Technologies Company Limited,Ho Chi Minh,2025-11-15
RPA Engineer,Other,mid,Unknown,At office,"['IT Hardware and Computing', 'Software Development Outsourcing', 'Software Products and Web Services']",['IT & Software'],"['Robotic Process Automation (RPA)', 'Python', 'Microsoft Power Apps', 'RPA', 'SQL', 'CSS']",,,,,"['Python', 'SQL', 'CSS']","['Robotic Process Automation (RPA)', 'Microsoft Power Apps', 'RPA']",Bosch Global Software Technologies Company Limited,Ho Chi Minh,2025-11-15
Project Manager,Manager / Lead,lead,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['Project Management', 'Risk Management', 'Scrum', 'Agile', 'Bridge Engineer', 'Japanese']",['Japanese'],,,,,"['Project Management', 'Risk Management', 'Scrum', 'Agile', 'Bridge Engineer']",Galaxy Technology Services,Ho Chi Minh,2025-11-15
Backend Developer,Backend Developer,mid,Unknown,Hybrid,"['Insurance', 'Banking', 'Software Products and Web Services', 'Financial Services']","['Finance', 'IT & Software']","['Python', 'GitLab', 'CI/CD', 'Oracle', 'PostgreSql', 'Django']",,"['GitLab', 'Oracle', 'PostgreSql']",['Django'],,['Python'],['CI/CD'],Alpaca Vietnam,Ho Chi Minh,2025-11-15
Project Manager,Manager / Lead,junior,Up to $4000,At office,"['Software Products and Web Services', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech']","['Bridge Engineer', 'Japanese', 'Scrum', 'Agile', 'Salesforce']",['Japanese'],['Salesforce'],,,,"['Bridge Engineer', 'Scrum', 'Agile']",Hybrid Technologies,Ho Chi Minh,2025-11-15
Game Developer,Game,intern,Unknown,At office,['Game'],['Gaming'],"['Unity', 'CI/CD', 'English', 'C#', 'Games']",['English'],['Unity'],,,['C#'],"['CI/CD', 'Games']",52 Entertainment,Ho Chi Minh,2025-11-15
SysOps Engineer,Other,junior,Unknown,At office,['Banking'],['Finance'],"['Docker', 'AWS', 'Kubernetes', 'Container Security']",,"['Docker', 'AWS', 'Kubernetes']",,,,['Container Security'],Ngân hàng TMCP Phương Đông | OCB,Ho Chi Minh,2025-11-15
Backend Developer,Backend Developer,intern,Up to $2000,At office,['Software Development Outsourcing'],['IT & Software'],"['Java', 'JavaScript', 'CSS 3', 'HTML5', 'MySQL', 'Oracle']",,"['MySQL', 'Oracle']",,,"['Java', 'JavaScript', 'CSS 3', 'HTML5']",,MARUSYS VINA,Ha Noi,2025-11-15
Automation Tester,QA / Tester,intern,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['Automation Test', 'Tester', 'Playwright', 'Selenium', 'QA QC']",,['Playwright'],,['Selenium'],,"['Automation Test', 'Tester', 'QA QC']",TMA Solutions,Ho Chi Minh,2025-11-15
Project Manager,Manager / Lead,mid,Up to $1429,At office,['IT Services and IT Consulting'],['IT & Software'],"['Project Management', 'Networking', 'Database', 'Leadership', 'Japanese']",['Japanese'],,,,,"['Project Management', 'Networking', 'Database', 'Leadership']",FPT Software,Ho Chi Minh,2025-11-15
Backend Developer,Backend Developer,junior,Unknown,At office,['Telecommunication'],['Telecom'],"['Java', 'SQL', 'Scala', 'Python', 'Big Data', 'NoSQL']",,,,,"['Java', 'SQL', 'Scala', 'Python']","['Big Data', 'NoSQL']",Viettel Group,Ha Noi,2025-11-14
Game Developer,Game,senior,Up to $2500,At office,['Emerging Tech R&D'],['AI / Emerging Tech'],"['Unity', 'English', 'C#']",['English'],['Unity'],,,['C#'],,OneSec,Ho Chi Minh,2025-11-14
AI / Machine Learning Engineer,Data / AI,principal,Up to $2500,At office,"['Emerging Tech R&D', 'AI Software & Services']",['AI / Emerging Tech'],"['PyTorch', 'Deep Learning', 'English', 'OpenCV', 'Machine Learning']",['English'],,"['PyTorch', 'OpenCV']",,,"['Deep Learning', 'Machine Learning']",OneSec,Ho Chi Minh,2025-11-14
Software/Technical Architect,Manager / Lead,Unknown,Unknown,At office,['Emerging Tech R&D'],['AI / Emerging Tech'],"['C++', 'Embedded']",,,,,['C++'],['Embedded'],OneSec,Ho Chi Minh,2025-11-14
AI / Machine Learning Engineer,Data / AI,senior,Unknown,At office,['Banking'],['Finance'],"['AI', 'Docker', 'Microservices', 'Python']",,['Docker'],,,['Python'],"['AI', 'Microservices']",ABBANK,Ha Noi,2025-11-14
Automation Tester,QA / Tester,junior,Up to $2000,At office,['Banking'],['Finance'],"['Automation Test', 'Tester', 'QA QC']",,,,,,"['Automation Test', 'Tester', 'QA QC']",ABBANK,Ha Noi,2025-11-14
Solution Architect,Manager / Lead,principal,Unknown,At office,['Banking'],['Finance'],"['Solution Architecture', 'API', 'Docker', 'Cloud']",,"['API', 'Docker']",,,,"['Solution Architecture', 'Cloud']",ABBANK,Ha Noi,2025-11-14
Project Manager,Manager / Lead,mid,Unknown,At office,['Banking'],['Finance'],"['Project Management', 'Waterfall Methodology']",,,,,,"['Project Management', 'Waterfall Methodology']",ABBANK,Ha Noi,2025-11-14
Manager,Manager / Lead,senior,Unknown,At office,"['Blockchain & Web3 Services', 'Banking', 'Securities & Investment', 'Financial Services', 'AI Software & Services']","['Finance', 'AI / Emerging Tech']","['Leadership', 'Risk Management', 'Strategy planning', 'Machine Learning', 'API', 'AI']",,['API'],,,,"['Leadership', 'Risk Management', 'Strategy planning', 'Machine Learning', 'AI']",LOTTE FINANCE VIETNAM,Ha Noi,2025-11-14
Game Developer,Game,intern,Unknown,At office,"['Game', 'IT Services and IT Consulting', 'Software Products and Web Services']","['IT & Software', 'Gaming']","['Unity', 'Games', 'C#', 'English']",['English'],['Unity'],,,['C#'],['Games'],NEXON DEV VINA,Ho Chi Minh,2025-11-14
Game Developer,Game,Unknown,Unknown,At office,"['Game', 'Software Products and Web Services', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech', 'Gaming']","['Games', 'C#', 'Unity', 'English']",['English'],['Unity'],,,['C#'],['Games'],NEXON DEV VINA,Ho Chi Minh,2025-11-14
Backend Developer,Backend Developer,Unknown,Unknown,At office,['AI Software & Services'],['AI / Emerging Tech'],"['C#', 'Git', 'PostgreSql', 'MySQL', 'Kafka', '.NET']",,"['Git', 'PostgreSql', 'MySQL', 'Kafka']",['.NET'],,['C#'],,Công ty cổ phần Tự động hóa và Robotics Aubot,Ha Noi,2025-11-14
Business Analyst,Manager / Lead,mid,Unknown,At office,['AI Software & Services'],['AI / Emerging Tech'],"['Business Analysis', 'Jira', 'BPMN', 'UML', 'IoT', 'ERP']",,['Jira'],,,,"['Business Analysis', 'BPMN', 'UML', 'IoT', 'ERP']",Công ty cổ phần Tự động hóa và Robotics Aubot,Ha Noi,2025-11-14
Embedded Engineer,Embedded / Firmware,senior,Unknown,At office,"['IT Hardware and Computing', 'IT Services and IT Consulting', 'Telecommunication', 'Software Development Outsourcing', 'Software Products and Web Services']","['IT & Software', 'Telecom']","['Embedded Android', 'C language', 'C++', 'Android', 'Embedded C', 'Embedded']",,,,,"['C language', 'C++', 'Embedded C']","['Embedded Android', 'Android', 'Embedded']",Bosch Global Software Technologies Company Limited,Ho Chi Minh,2025-11-14
Game Tester,Game,junior,Unknown,At office,['Game'],['Gaming'],"['QA QC', 'Games', 'C#', 'Tester', 'iOS', 'Android']",,,,,['C#'],"['QA QC', 'Games', 'Tester', 'iOS', 'Android']","Lihuhu Vietnam Co., Ltd",Ho Chi Minh,2025-11-14
Project Manager,Manager / Lead,junior,Unknown,At office,['Software Products and Web Services'],['IT & Software'],"['Java', 'Spring Boot', 'MySQL', 'Project Management', 'SQL', 'English']",['English'],['MySQL'],['Spring Boot'],,"['Java', 'SQL']",['Project Management'],Công Ty TNHH Clever Creations Tech,Ho Chi Minh,2025-11-14
Product Manager,Manager / Lead,mid,Up to $2500,At office,['IT Services and IT Consulting'],['IT & Software'],"['Product Management', 'Golang', 'Database', 'Python', 'NodeJS', 'MySQL']",,['MySQL'],,,"['Golang', 'Python']","['Product Management', 'Database', 'NodeJS']",JARVIS TECH,Ha Noi,2025-11-14
Fullstack Developer,Fullstack Developer,Unknown,Unknown,At office,['E-commerce'],['Ecommerce & Retail'],"['AngularJS', 'ReactJS', 'NodeJS']",,,"['AngularJS', 'ReactJS']",,,['NodeJS'],Mercatus,Ho Chi Minh,2025-11-14
Fullstack Developer,Fullstack Developer,mid,Up to $2000,At office,['IT Services and IT Consulting'],['IT & Software'],"['ReactJS', 'JQuery', 'VueJS', 'NextJS']",,,"['ReactJS', 'VueJS', 'NextJS']",['JQuery'],,,JARVIS TECH,Ha Noi,2025-11-14
Big Data Engineer,Data / AI,junior,Unknown,At office,['Software Products and Web Services'],['IT & Software'],"['Big Data', 'NoSQL', 'HDFS', 'Python', 'Scala', 'Java']",,,,,"['Python', 'Scala', 'Java']","['Big Data', 'NoSQL', 'HDFS']",VNPT Net Corporation,Ha Noi,2025-11-14
Automation Tester,QA / Tester,senior,Unknown,Hybrid,['Financial Services'],['Finance'],"['Automation Test', 'Postman', 'Playwright', 'Selenium', 'Tester', 'QA QC']",,"['Postman', 'Playwright']",,['Selenium'],,"['Automation Test', 'Tester', 'QA QC']","MONEY FORWARD VIETNAM CO.,LTD",Ho Chi Minh,2025-11-14
Mobile Application Developer,Backend Developer,senior,Unknown,At office,"['Insurance', 'IT Services and IT Consulting']","['Finance', 'IT & Software']","['Ionic', 'AngularJS', 'Angular', 'Mobile Apps', 'TypeScript', 'JavaScript']",,,"['Ionic', 'AngularJS', 'Angular']",,"['TypeScript', 'JavaScript']",['Mobile Apps'],Hitachi Digital Services,Ho Chi Minh,2025-11-14
Solution Architect,Manager / Lead,senior,Unknown,At office,['Banking'],['Finance'],"['Solution Architecture', 'Team Management', 'DevOps', 'AWS', 'Cloud']",,['AWS'],,,,"['Solution Architecture', 'Team Management', 'DevOps', 'Cloud']",PVcomBank,Ha Noi,2025-11-13
Fullstack Developer,Fullstack Developer,intern,Up to $2000,At office,"['Transportation, Logistics and Warehouse']",['Logistics'],"['Python', 'SAP', 'ERP', 'JavaScript', 'ReactJS', 'NodeJS']",,['SAP'],['ReactJS'],,"['Python', 'JavaScript']","['ERP', 'NodeJS']",Ken Logistics,Ha Noi,2025-11-13
Security Engineer,Security / Cybersecurity,lead,Unknown,At office,"['Game', 'Media, Advertising and Entertainment', 'Software Products and Web Services']","['IT & Software', 'Gaming', 'Media / Creative']","['Cloud Security', 'Firewall', 'DNS Security', 'Cybersecurity', 'Windows Server', 'Information Security']",,,,,,"['Cloud Security', 'Firewall', 'DNS Security', 'Cybersecurity', 'Windows Server', 'Information Security']",Smilegate Vietnam,Ho Chi Minh,2025-11-13
Backend Developer,Backend Developer,junior,Up to $898,At office,"['Banking', 'Professional Services', 'Financial Services']","['Finance', 'Professional / Services']","['Java', 'Docker', 'Microservices', 'MySQL', 'API', 'Spring Boot']",,"['Docker', 'MySQL', 'API']",['Spring Boot'],,['Java'],['Microservices'],CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ CODEE,Ha Noi,2025-11-13
DevSecOps Engineer,Other,senior,Up to $1224,At office,"['E-commerce', 'Retail and Wholesale']",['Ecommerce & Retail'],"['DevSecOps', 'Docker', 'Python', 'CI/CD', 'AWS', 'DevOps']",,"['Docker', 'AWS']",,,['Python'],"['DevSecOps', 'CI/CD', 'DevOps']",Crossian,Ha Noi,2025-11-13
Data Governance Specialist,Data / AI,senior,Unknown,At office,"['Banking', 'IT Services and IT Consulting', 'Financial Services']","['Finance', 'IT & Software']","['Data Quality Tools', 'Data Analysis', 'Security', 'Database', 'IT Governance', 'Governance, Risk & Compliance']",,,,,,"['Data Quality Tools', 'Data Analysis', 'Security', 'Database', 'IT Governance', 'Governance, Risk & Compliance']",LOTTE FINANCE VIETNAM,Ha Noi,2025-11-13
Data Governance Specialist,Data / AI,senior,Unknown,At office,"['Banking', 'IT Services and IT Consulting', 'Financial Services']","['Finance', 'IT & Software']","['Team Management', 'Database', 'Data Quality Tools', 'Leadership', 'Data Analysis', 'IT Governance']",,,,,,"['Team Management', 'Database', 'Data Quality Tools', 'Leadership', 'Data Analysis', 'IT Governance']",LOTTE FINANCE VIETNAM,Ha Noi,2025-11-13
Security Consultant,Security / Cybersecurity,senior,Unknown,At office,"['IT Services and IT Consulting', 'Cyber Security']",['IT & Software'],"['Presale', 'SOAR', 'SIEM', 'Security', 'Cybersecurity', 'Solution Architecture']",,,,,,"['Presale', 'SOAR', 'SIEM', 'Security', 'Cybersecurity', 'Solution Architecture']",Terralogic,Ho Chi Minh,2025-11-13
IT Consultant,Other,senior,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['Business Analysis', 'Product Management', 'Presale', 'Networking', 'Project Management']",,,,,,"['Business Analysis', 'Product Management', 'Presale', 'Networking', 'Project Management']",Bosch Global Software Technologies Company Limited,Ho Chi Minh,2025-11-13
Security Engineer,Security / Cybersecurity,junior,Unknown,At office,"['Blockchain & Web3 Services', 'Banking', 'Cyber Security', 'Securities & Investment', 'Financial Services']","['Finance', 'IT & Software', 'AI / Emerging Tech']","['Information Security', 'SIEM', 'Cloud Security', 'SOAR']",,,,,,"['Information Security', 'SIEM', 'Cloud Security', 'SOAR']",SSI Securities Corporation,Ha Noi,2025-11-13
Frontend Developer,Frontend Developer,senior,Unknown,Remote,"['IT Services and IT Consulting', 'Software Development Outsourcing', 'Software Products and Web Services', 'Emerging Tech R&D', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech']","['ReactJS', 'TypeScript', 'Redux', 'JavaScript']",,,"['ReactJS', 'Redux']",,"['TypeScript', 'JavaScript']",,Dirox,Ho Chi Minh,2025-11-13
Backend Developer,Backend Developer,mid,Unknown,At office,"['Food and Beverage', 'E-commerce', 'Software Products and Web Services', 'Sports and Fitness', 'AI Software & Services']","['IT & Software', 'Ecommerce & Retail', 'AI / Emerging Tech', 'Other', 'Hospitality / F&B']","['NodeJS', 'MongoDB', 'PostgreSql', 'Kafka', 'ExpressJS', 'AWS']",,"['MongoDB', 'PostgreSql', 'Kafka', 'AWS']",['ExpressJS'],,,['NodeJS'],Everfit,Da Nang,2025-11-13
Scrum Master / Agile Coach,Manager / Lead,mid,Unknown,At office,['Software Products and Web Services'],['IT & Software'],"['Scrum', 'ERP', 'Project Management', 'SAP', 'Agile', 'English']",['English'],['SAP'],,,,"['Scrum', 'ERP', 'Project Management', 'Agile']",Laidon Group,Ho Chi Minh,2025-11-13
Backend Developer,Backend Developer,senior,Unknown,At office,"['Insurance', 'Banking', 'IT Services and IT Consulting', 'Financial Services']","['Finance', 'IT & Software']","['Java', 'Scrum', 'J2EE', 'AWS', 'SQL', 'English']",['English'],['AWS'],['J2EE'],,"['Java', 'SQL']",['Scrum'],"TPIsoftware Co., Ltd",Ho Chi Minh,2025-11-13
ERP Developer,ERP / Enterprise Systems,intern,Unknown,At office,"['Consumer Goods', 'Manufacturing and Engineering']","['Engineering / Manufacturing', 'Ecommerce & Retail']","['Odoo', 'XML', 'PostgreSql', 'Linux', 'Python']",,['PostgreSql'],,,['Python'],"['Odoo', 'XML', 'Linux']",LOVEPOP VIỆT NAM,Ho Chi Minh,2025-11-13
Fullstack Developer,Fullstack Developer,intern,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['Python', 'English', 'AI', 'ReactJS', 'React Native']",['English'],,['ReactJS'],,['Python'],"['AI', 'React Native']",Renesas Design Vietnam,Ho Chi Minh,2025-11-13
Network Engineer,Other,junior,Up to $2200,At office,"['E-commerce', 'Network and Infrastructure']","['IT & Software', 'Ecommerce & Retail']","['Networking', 'CI/CD', 'DevOps', 'Cloud', 'Golang', 'AWS']",,['AWS'],,,['Golang'],"['Networking', 'CI/CD', 'DevOps', 'Cloud']",OpenCommerce Group,Ha Noi,2025-11-13
Data Engineer,Data / AI,senior,Unknown,Hybrid,"['IT Services and IT Consulting', 'Software Development Outsourcing', 'Software Products and Web Services', 'Emerging Tech R&D', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech']","['Azure', 'Databricks', 'Microsoft Azure SQL Database', 'Data Warehousing', 'Power BI', 'Hyperledger Fabric']",,"['Azure', 'Databricks', 'Power BI', 'Hyperledger Fabric']",,,,"['Microsoft Azure SQL Database', 'Data Warehousing']",SCC Vietnam,Ho Chi Minh,2025-11-13
Manual Tester,QA / Tester,junior,Unknown,At office,['Software Products and Web Services'],['IT & Software'],"['QA QC', 'API', 'ERP', 'SAP', 'Agile']",,"['API', 'SAP']",,,,"['QA QC', 'ERP', 'Agile']",Laidon Group,Ho Chi Minh,2025-11-13
Test Coordinator / QAQC Coordinator,QA / Tester,Unknown,Unknown,At office,"['IT Services and IT Consulting', 'Software Development Outsourcing', 'Software Products and Web Services']",['IT & Software'],"['QA QC', 'Katalon', 'English', 'Agile', 'Jira', 'Selenium']",['English'],"['Katalon', 'Jira']",,['Selenium'],,"['QA QC', 'Agile']",SGH Asia Ltd.,Ho Chi Minh,2025-11-13
Frontend Developer,Frontend Developer,senior,Unknown,Hybrid,['Software Products and Web Services'],['IT & Software'],"['ReactJS', 'AWS', 'NestJS', 'TypeScript', 'NodeJS', 'React Native']",,['AWS'],"['ReactJS', 'NestJS']",,['TypeScript'],"['NodeJS', 'React Native']",Pizza Hut Digital & Technology,Ho Chi Minh,2025-11-13
Frontend Developer,Frontend Developer,intern,Unknown,Hybrid,['Software Products and Web Services'],['IT & Software'],"['ReactJS', 'AWS', 'NestJS', 'TypeScript', 'NodeJS', 'React Native']",,['AWS'],"['ReactJS', 'NestJS']",,['TypeScript'],"['NodeJS', 'React Native']",Pizza Hut Digital & Technology,Ho Chi Minh,2025-11-13
Data Governance Specialist,Data / AI,intern,Up to $2000,At office,"['Banking', 'Software Products and Web Services', 'Professional Services', 'Securities & Investment', 'Financial Services']","['Finance', 'IT & Software', 'Professional / Services']","['IT Governance', 'System Admin', 'Risk Management']",,,,,,"['IT Governance', 'System Admin', 'Risk Management']",Công ty Cổ phần Chứng khoán KIS Việt Nam,Ho Chi Minh,2025-11-13
Business Analyst,Manager / Lead,mid,Up to $1200,At office,"['Banking', 'Software Products and Web Services', 'Professional Services', 'Securities & Investment', 'Financial Services']","['Finance', 'IT & Software', 'Professional / Services']","['Business Analysis', 'Technical Writing', 'Balsamiq', 'Axure', 'Wireframing', 'Figma']",,['Figma'],,,,"['Business Analysis', 'Technical Writing', 'Balsamiq', 'Axure', 'Wireframing']",Công ty Cổ phần Chứng khoán KIS Việt Nam,Ho Chi Minh,2025-11-13
Project Manager,Manager / Lead,mid,Unknown,At office,"['Banking', 'Software Products and Web Services', 'Professional Services', 'Securities & Investment', 'Financial Services']","['Finance', 'IT & Software', 'Professional / Services']","['Project Management', 'Risk Management', 'Waterfall Methodology', 'Jira', 'Scrum', 'Agile']",,['Jira'],,,,"['Project Management', 'Risk Management', 'Waterfall Methodology', 'Scrum', 'Agile']",Công ty Cổ phần Chứng khoán KIS Việt Nam,Ho Chi Minh,2025-11-13
Data Scientist,Data / AI,senior,Up to $3000,At office,['Financial Services'],['Finance'],"['Data Science', 'TensorFlow', 'PyTorch', 'Machine Learning', 'Computer Vision', 'Python']",,,"['TensorFlow', 'PyTorch']",,['Python'],"['Data Science', 'Machine Learning', 'Computer Vision']",Trusting Social,Ho Chi Minh,2025-11-13
Mobile Application Developer,Backend Developer,senior,Unknown,Hybrid,"['Real Estate, Property and Construction', 'Software Products and Web Services']","['IT & Software', 'Real Estate / Construction']","['iOS', 'AWS', 'Swift', 'English']",['English'],['AWS'],,,['Swift'],['iOS'],"ANDPAD VietNam Co., Ltd",Ho Chi Minh,2025-11-12
Mobile Application Developer,Backend Developer,senior,Unknown,Hybrid,"['Real Estate, Property and Construction', 'Software Products and Web Services']","['IT & Software', 'Real Estate / Construction']","['Android', 'Kotlin', 'AWS', 'English']",['English'],['AWS'],,,['Kotlin'],['Android'],"ANDPAD VietNam Co., Ltd",Ho Chi Minh,2025-11-12
Network Engineer,Other,senior,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['Microsoft Dynamics 365', 'Enterprise Architecture', 'ERP']",,,,,,"['Microsoft Dynamics 365', 'Enterprise Architecture', 'ERP']",Bosch Global Software Technologies Company Limited,Ho Chi Minh,2025-11-12
Game Developer,Game,senior,Unknown,At office,"['Game', 'Software Products and Web Services']","['IT & Software', 'Gaming']","['Games', 'Mobile Apps', 'English', 'C#', 'MVC', 'Unity']",['English'],['Unity'],['MVC'],,['C#'],"['Games', 'Mobile Apps']",Supercent VN,Ho Chi Minh,2025-11-12
Data Scientist,Data / AI,mid,Unknown,At office,"['Blockchain & Web3 Services', 'Food and Beverage', 'Consumer Goods', 'E-commerce', 'Sports and Fitness']","['AI / Emerging Tech', 'Other', 'Ecommerce & Retail', 'Hospitality / F&B']","['Data Science', 'Statistical Analysis', 'Databricks', 'Cloud', 'English', 'Python']",['English'],['Databricks'],,,['Python'],"['Data Science', 'Statistical Analysis', 'Cloud']",Everfit,Da Nang,2025-11-12
ERP Developer,ERP / Enterprise Systems,mid,Up to $3000,At office,"['E-commerce', 'IT Services and IT Consulting']","['IT & Software', 'Ecommerce & Retail']","['Salesforce', 'CRM', 'ERP', 'JavaScript', 'SQL', 'English']",['English'],['Salesforce'],,,"['JavaScript', 'SQL']","['CRM', 'ERP']","CJ OLIVENETWORKS VINA CO., LTD",Ho Chi Minh,2025-11-12
Enterprise Application Consultant (CRM / HCM / SCM and other enterprise solutions),Backend Developer,junior,Up to $2000,At office,['Tourism and Hospitality Services'],['Hospitality / F&B'],"['ERP', 'English', 'Tester', 'PostgreSql', 'SQL', 'CRM']",['English'],['PostgreSql'],,,['SQL'],"['ERP', 'Tester', 'CRM']",Crystal Bay - HCM,Ho Chi Minh,2025-11-12
Systems Engineer / Administrator,Other,mid,Unknown,Hybrid,"['E-commerce', 'IT Services and IT Consulting', 'Transportation, Logistics and Warehouse', 'Software Products and Web Services', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech', 'Logistics', 'Ecommerce & Retail']","['System Admin', 'English', 'Networking', 'IT Support']",['English'],,,,,"['System Admin', 'Networking', 'IT Support']",Deliveree On-Demand Logistics,Ho Chi Minh,2025-11-12
Bridge System Engineer (BrSE),Other,Unknown,Unknown,At office,"['Software Development Outsourcing', 'Software Products and Web Services', 'Financial Services', 'AI Software & Services']","['Finance', 'IT & Software', 'AI / Emerging Tech']","['Bridge Engineer', 'Data Analysis', 'Scrum', 'Agile', 'Business Analysis', 'Japanese IT Communication']",,,,,,"['Bridge Engineer', 'Data Analysis', 'Scrum', 'Agile', 'Business Analysis', 'Japanese IT Communication']",Teqnological Asia,Ho Chi Minh,2025-11-12
