job_names,job_group,level,salary,work_mode,domain_list,domain_group,skills_list,languages,tools,frameworks,libraries,programming_languages,others,company_names,city,post_date
Backend Developer,Backend Developer,junior,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['ASP.NET', 'SQL', 'JavaScript', '.Net Core', 'C#']",,,"['ASP.NET', '.Net Core']",,"['SQL', 'JavaScript', 'C#']",,ACS Solutions,Ha Noi,2025-11-12
Product Designer,Other,senior,Unknown,Hybrid,"['IT Hardware and Computing', 'IT Services and IT Consulting', 'Software Products and Web Services']",['IT & Software'],"['Product Design', 'UI-UX', 'AI', 'Figma', 'Agile', 'English']",['English'],['Figma'],,,,"['Product Design', 'UI-UX', 'AI', 'Agile']",HRS Group,Ho Chi Minh,2025-11-11
Backend Developer,Backend Developer,mid,Up to $950,At office,"['E-commerce', 'Retail and Wholesale', 'IT Services and IT Consulting', 'Software Development Outsourcing', 'Software Products and Web Services']","['IT & Software', 'Ecommerce & Retail']","['PHP', 'HTML', 'Laravel', 'MySQL', 'Symfony', 'Jira']",,"['MySQL', 'Jira']","['Laravel', 'Symfony']",,"['PHP', 'HTML']",,YRGLM Việt Nam,Ho Chi Minh,2025-11-11
IT Support,Other,junior,Up to $1500,At office,"['E-commerce', 'Retail and Wholesale']",['Ecommerce & Retail'],"['IT Support', 'Azure', 'Google Cloud', 'System Admin', 'AWS', 'Grafana']",,"['Azure', 'AWS', 'Grafana']",,,,"['IT Support', 'Google Cloud', 'System Admin']",Crossian,Ho Chi Minh,2025-11-11
Fullstack Developer,Fullstack Developer,Unknown,Unknown,Hybrid,['IT Services and IT Consulting'],['IT & Software'],"['NodeJS', 'JavaScript', 'TypeScript', 'Rocket', 'ReactJS']",,,"['Rocket', 'ReactJS']",,"['JavaScript', 'TypeScript']",['NodeJS'],"Z-SOFT CO., LTD",Da Nang,2025-11-11
Game Designer,Game,Unknown,Up to $1500,At office,['Game'],['Gaming'],"['Games', 'Design', 'Blender', 'Maya', 'Unity', '3ds Max']",,"['Blender', 'Maya', 'Unity', '3ds Max']",,,,"['Games', 'Design']",Supercent VN,Ho Chi Minh,2025-11-11
Test Coordinator / QAQC Coordinator,QA / Tester,senior,Unknown,Hybrid,['Financial Services'],['Finance'],"['Automation Test', 'API', 'Tester', 'QA QC']",,['API'],,,,"['Automation Test', 'Tester', 'QA QC']",Unifiedpost,Ho Chi Minh,2025-11-11
Fullstack Developer,Fullstack Developer,intern,Unknown,Hybrid,"['Software Products and Web Services', 'Healthcare', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech', 'Healthcare']","['Fullstack', 'ReactJS', 'TypeScript', 'MySQL', 'PostgreSql', 'Golang']",,"['MySQL', 'PostgreSql']",['ReactJS'],,"['TypeScript', 'Golang']",['Fullstack'],COGNISIAN,Ho Chi Minh,2025-11-11
Backend Developer,Backend Developer,junior,Up to $800,At office,['IT Services and IT Consulting'],['IT & Software'],"['Java', 'Spring', 'J2EE']",,,"['Spring', 'J2EE']",,['Java'],,Trung tâm Tính cước và Thanh khoản MobiFone,Ha Noi,2025-11-11
Computer Vision Engineer,Other,senior,Up to $2500,At office,"['Banking', 'Real Estate, Property and Construction', 'Financial Services', 'AI Software & Services']","['Finance', 'AI / Emerging Tech', 'Real Estate / Construction']","['C++', 'Python']",,,,,"['C++', 'Python']",,One Mount Group,Ha Noi,2025-11-11
Data Analyst,Data / AI,senior,Unknown,At office,['Securities & Investment'],['Finance'],"['SQL', 'Tableau', 'Power BI', 'Big Data', 'Hadoop', 'Spark']",,"['Tableau', 'Power BI']",,['Spark'],['SQL'],"['Big Data', 'Hadoop']",SSI Securities Corporation,Ha Noi,2025-11-11
Backend Developer,Backend Developer,lead,Unknown,Hybrid,"['Game', 'Software Products and Web Services']","['IT & Software', 'Gaming']","['PHP', 'SQL', 'AWS', 'CSS', 'HTML', 'JavaScript']",,['AWS'],,,"['PHP', 'SQL', 'CSS', 'HTML', 'JavaScript']",,Gameloft,Ho Chi Minh,2025-11-11
Game Developer,Game,junior,Up to $2000,At office,['Game'],['Gaming'],"['Cocos', 'Games', 'TypeScript', 'JavaScript', 'CSS', 'HTML5']",,['Cocos'],,,"['TypeScript', 'JavaScript', 'CSS', 'HTML5']",['Games'],CÔNG TY CỔ PHẦN SUNTEK,Ho Chi Minh,2025-11-11
BI Analyst / BI Developer,Data / AI,senior,Unknown,Hybrid,"['Tourism and Hospitality Services', 'IT Services and IT Consulting', 'Healthcare', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech', 'Healthcare', 'Hospitality / F&B']","['Power BI', 'Data Analysis', 'ETL', 'Business Intelligence', 'Python', 'SQL']",,['Power BI'],,,"['Python', 'SQL']","['Data Analysis', 'ETL', 'Business Intelligence']",Hitachi Digital Services,Ho Chi Minh,2025-11-11
Backend Developer,Backend Developer,Unknown,Unknown,At office,"['E-commerce', 'IT Services and IT Consulting', 'Software Development Outsourcing', 'Software Products and Web Services']","['IT & Software', 'Ecommerce & Retail']","['Java', 'English', 'Apex', 'PL/SQL', 'Oracle']",['English'],['Oracle'],,,"['Java', 'PL/SQL']",['Apex'],SmartOSC,Ha Noi,2025-11-11
Database Administrator,Data / AI,junior,Unknown,At office,['Financial Services'],['Finance'],"['Database', 'ETL', 'PostgreSql', 'Oracle', 'SQL']",,"['PostgreSql', 'Oracle']",,,['SQL'],"['Database', 'ETL']",Mcredit - Công ty Tài chính TNHH MB Shinsei,Ho Chi Minh,2025-11-11
Manual Tester,QA / Tester,senior,Up to $1300,At office,['Software Products and Web Services'],['IT & Software'],"['QA QC', 'Jmeter', 'Automation Test', 'Postman', 'SQL']",,"['Jmeter', 'Postman']",,,['SQL'],"['QA QC', 'Automation Test']",Asia Plus Inc.,Ho Chi Minh,2025-11-11
Fullstack Developer,Fullstack Developer,senior,Unknown,Hybrid,"['Food and Beverage', 'Tourism and Hospitality Services', 'E-commerce', 'IT Services and IT Consulting', 'Financial Services']","['Finance', 'IT & Software', 'Ecommerce & Retail', 'Hospitality / F&B']","['Ruby on Rails', 'Python', 'NodeJS', 'Golang', 'PHP']",,,['Ruby on Rails'],,"['Python', 'Golang', 'PHP']",['NodeJS'],Nimble,Ho Chi Minh,2025-11-11
Fullstack Developer,Fullstack Developer,lead,Unknown,Hybrid,"['Food and Beverage', 'Tourism and Hospitality Services', 'E-commerce', 'IT Services and IT Consulting', 'Financial Services']","['Finance', 'IT & Software', 'Ecommerce & Retail', 'Hospitality / F&B']","['Ruby on Rails', 'Golang', 'PHP', 'NodeJS', 'Python']",,,['Ruby on Rails'],,"['Golang', 'PHP', 'Python']",['NodeJS'],Nimble,Ho Chi Minh,2025-11-11
Data Engineer,Data / AI,junior,Unknown,At office,"['Banking', 'Financial Services']",['Finance'],"['SQL', 'Data Engineer', 'Tableau', 'Oracle', 'Java', 'NoSQL']",,"['Tableau', 'Oracle']",,,"['SQL', 'Java']","['Data Engineer', 'NoSQL']",MB Bank,Ha Noi,2025-11-11
Frontend Developer,Frontend Developer,mid,Unknown,At office,"['Software Products and Web Services', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech']","['JavaScript', 'ReactJS', 'SQL', 'OutSystems', 'English', 'API']",['English'],['API'],"['ReactJS', 'OutSystems']",,"['JavaScript', 'SQL']",,Bosch Global Software Technologies Company Limited,Ho Chi Minh,2025-11-11
Backend Developer,Backend Developer,mid,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['Java', 'ReactJS', 'Microservices', 'SQL', 'Spring Boot', 'Spring']",,,"['ReactJS', 'Spring Boot', 'Spring']",,"['Java', 'SQL']",['Microservices'],Galaxy Technology Services,Ho Chi Minh,2025-11-11
Frontend Developer,Frontend Developer,senior,Up to $1200,At office,"['E-commerce', 'Pharmaceuticals', 'Retail and Wholesale', 'Healthcare']","['Healthcare', 'Ecommerce & Retail']","['JavaScript', 'CSS', 'ReactJS', 'React Native', 'TypeScript', 'NextJS']",,,"['ReactJS', 'NextJS']",,"['JavaScript', 'CSS', 'TypeScript']",['React Native'],Pharmacity,Ho Chi Minh,2025-11-11
Backend Developer,Backend Developer,junior,Up to $1500,At office,"['Securities & Investment', 'Financial Services']",['Finance'],"['Python', 'AI', 'AWS', 'PostgreSql', 'Git', 'FastAPI']",,"['AWS', 'PostgreSql', 'Git']",['FastAPI'],,['Python'],['AI'],PI ASSOCIATES,Ho Chi Minh,2025-11-11
AI / Machine Learning Engineer,Data / AI,mid,Unknown,Hybrid,['Software Products and Web Services'],['IT & Software'],"['Generative AI', 'English', 'SQL', 'Python', 'LLM']",['English'],,,,"['SQL', 'Python']","['Generative AI', 'LLM']",Parcel Perform,Ho Chi Minh,2025-11-11
Product Owner,Manager / Lead,mid,Unknown,At office,"['IT Services and IT Consulting', 'Software Products and Web Services']",['IT & Software'],"['Business Analysis', 'UI-UX', 'English']",['English'],,,,,"['Business Analysis', 'UI-UX']",ONE Tech Stop Vietnam Company Ltd,Da Nang,2025-11-11
Backend Developer,Backend Developer,senior,Unknown,At office,"['Blockchain & Web3 Services', 'IT Services and IT Consulting', 'Software Products and Web Services']","['IT & Software', 'AI / Emerging Tech']","['Golang', 'Microservices', 'Blockchain', 'Rust', 'NodeJS']",,,,,"['Golang', 'Rust']","['Microservices', 'Blockchain', 'NodeJS']",1MATRIX,Ha Noi,2025-11-11
Fullstack Developer,Fullstack Developer,intern,Unknown,At office,['Software Products and Web Services'],['IT & Software'],"['Fullstack', 'Agile', 'Tester', 'JavaScript', 'Java', 'English']",['English'],,,,"['JavaScript', 'Java']","['Fullstack', 'Agile', 'Tester']",NAB Innovation Centre Vietnam,Ho Chi Minh,2025-11-11
Backend Developer,Backend Developer,senior,Unknown,At office,"['Software Products and Web Services', 'Financial Services']","['Finance', 'IT & Software']","['Python', 'JavaScript', 'C++', 'Golang', 'Java']",,,,,"['Python', 'JavaScript', 'C++', 'Golang', 'Java']",,M_Service (MoMo),Ha Noi,2025-11-10
Fullstack Developer,Fullstack Developer,junior,Up to $1200,At office,['Banking'],['Finance'],"['Java', 'Python', 'MySQL', 'Spring', 'AngularJS', 'Angular']",,['MySQL'],"['Spring', 'AngularJS', 'Angular']",,"['Java', 'Python']",,ATI JSC,Ha Noi,2025-11-10
Test Coordinator / QAQC Coordinator,QA / Tester,senior,Up to $1500,At office,"['Real Estate, Property and Construction']",['Real Estate / Construction'],"['QA QC', 'PQA']",,,,,,"['QA QC', 'PQA']",Annam Software Company,Ho Chi Minh,2025-11-10
Backend Developer,Backend Developer,junior,Unknown,At office,['Software Development Outsourcing'],['IT & Software'],"['Odoo', 'API', 'CSS', 'PostgreSql', 'HTML', 'JavaScript']",,"['API', 'PostgreSql']",,,"['CSS', 'HTML', 'JavaScript']",['Odoo'],Mắt Bão BPO,Ho Chi Minh,2025-11-10
Banking & Financial Systems Developer,Other,senior,Unknown,At office,['Insurance'],['Finance'],"['Business Analysis', 'SQL', 'English']",['English'],,,,['SQL'],['Business Analysis'],Dai-ichi Life Việt Nam,Ho Chi Minh,2025-11-10
Game Developer,Game,fresher,Unknown,At office,"['IT Services and IT Consulting', 'Software Products and Web Services']",['IT & Software'],"['Games', 'Linux']",,,,,,"['Games', 'Linux']",NEXON DEV VINA,Ho Chi Minh,2025-11-10
Embedded Engineer,Embedded / Firmware,mid,Up to $1400,At office,['Healthcare'],['Healthcare'],"['C++', 'Embedded', 'English']",['English'],,,,['C++'],['Embedded'],Jeisys Medical Viet Nam,Ha Noi,2025-11-10
Automation Tester,QA / Tester,senior,Unknown,Hybrid,"['IT Hardware and Computing', 'IT Services and IT Consulting', 'Software Products and Web Services', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech']","['Automation Test', 'JavaScript', 'Mobile Apps', 'Python']",,,,,"['JavaScript', 'Python']","['Automation Test', 'Mobile Apps']",Katalon,Ho Chi Minh,2025-11-10
Game Developer,Game,junior,Unknown,At office,['Game'],['Gaming'],"['Games', 'C#', 'Unity']",,['Unity'],,,['C#'],['Games'],KC GAMES,Ha Noi,2025-11-10
Automation Tester,QA / Tester,mid,Unknown,At office,"['Real Estate, Property and Construction', 'Software Products and Web Services']","['IT & Software', 'Real Estate / Construction']","['QA QC', 'English', 'Automation Test', 'JavaScript', 'Python', 'Tester']",['English'],,,,"['JavaScript', 'Python']","['QA QC', 'Automation Test', 'Tester']",MiTek Viet Nam,Ho Chi Minh,2025-11-10
Product Owner,Manager / Lead,intern,Up to $3000,At office,"['Banking', 'Financial Services', 'AI Software & Services']","['Finance', 'AI / Emerging Tech']","['Product Owner', 'Digital tokens', 'Cloud', 'Business Analysis', 'Agile', 'English']",['English'],,,,,"['Product Owner', 'Digital tokens', 'Cloud', 'Business Analysis', 'Agile']",NGÂN HÀNG THƯƠNG MẠI TNHH MTV KỶ NGUYÊN THỊNH VƯỢNG (GPBANK),Ha Noi,2025-11-10
Project Manager,Manager / Lead,mid,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['Project Management', 'Design Systems', 'English', 'Business Analysis', 'Scrum']",['English'],,,,,"['Project Management', 'Design Systems', 'Business Analysis', 'Scrum']",Glory Software Vietnam,Da Nang,2025-11-10
Business Analyst,Manager / Lead,lead,Up to $1500,At office,"['Banking', 'Financial Services']",['Finance'],"['Business Analysis', 'Leadership', 'English']",['English'],,,,,"['Business Analysis', 'Leadership']",ATOMI DIGITAL,Ha Noi,2025-11-09
Business Analyst,Manager / Lead,junior,Unknown,At office,['Telecommunication'],['Telecom'],"['Business Analysis', 'Mockups', 'Big Data', 'AI']",,,,,,"['Business Analysis', 'Mockups', 'Big Data', 'AI']",Viettel Group,Ha Noi,2025-11-09
Test Coordinator / QAQC Coordinator,QA / Tester,junior,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['QA QC', 'Japanese', 'Tester']",['Japanese'],,,,,"['QA QC', 'Tester']",CÔNG TY TNHH DIGITRAN,Ha Noi,2025-11-09
Fullstack Developer,Fullstack Developer,senior,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['Java', 'Spring Boot', 'ReactJS', 'NodeJS', 'Microservices']",,,"['Spring Boot', 'ReactJS']",,['Java'],"['NodeJS', 'Microservices']",TechLead,Ha Noi,2025-11-09
Software/Technical Architect,Manager / Lead,mid,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['Java', 'Jira', 'SQL', 'Scrum', 'Agile', 'Spring']",,['Jira'],['Spring'],,"['Java', 'SQL']","['Scrum', 'Agile']",TechLead,Ha Noi,2025-11-09
Backend Developer,Backend Developer,senior,Unknown,Remote,['Software Products and Web Services'],['IT & Software'],"['Ruby on Rails', 'Microservices', 'AWS', 'Java', 'NodeJS', 'Python']",,['AWS'],['Ruby on Rails'],,"['Java', 'Python']","['Microservices', 'NodeJS']",Employment Hero,Ho Chi Minh,2025-11-09
Fullstack Developer,Fullstack Developer,junior,Unknown,At office,"['Banking', 'Financial Services']",['Finance'],"['Java', 'MongoDB', 'PostgreSql', 'Spring', 'Oracle', 'SQL']",,"['MongoDB', 'PostgreSql', 'Oracle']",['Spring'],,"['Java', 'SQL']",,MB Bank,Ha Noi,2025-11-09
Solution Architect,Manager / Lead,lead,Unknown,At office,"['Banking', 'Financial Services']",['Finance'],"['Solution Architecture', 'Redis', 'Java', 'Microservices', 'Cloud', 'Oracle']",,"['Redis', 'Oracle']",,,['Java'],"['Solution Architecture', 'Microservices', 'Cloud']",MB Bank,Ha Noi,2025-11-09
AI / Machine Learning Engineer,Data / AI,Unknown,Unknown,At office,['Banking'],['Finance'],"['AI', 'Flask', 'Computer Vision', 'Microservices', 'C++', 'Python']",,,['Flask'],,"['C++', 'Python']","['AI', 'Computer Vision', 'Microservices']",MB Bank,Ha Noi,2025-11-09
Frontend Developer,Frontend Developer,senior,Unknown,Remote,['Software Products and Web Services'],['IT & Software'],"['ReactJS', 'TypeScript', 'JavaScript']",,,['ReactJS'],,"['TypeScript', 'JavaScript']",,Employment Hero,Ho Chi Minh,2025-11-09
Game Developer,Game,mid,Up to $2041,At office,"['Game', 'IT Services and IT Consulting', 'Software Products and Web Services']","['IT & Software', 'Gaming']","['Games', 'UI-UX', 'Agile', 'C#', 'Cocos', 'Unity']",,"['Cocos', 'Unity']",,,['C#'],"['Games', 'UI-UX', 'Agile']",Zyneric,Ho Chi Minh,2025-11-09
IT Support,Other,senior,Unknown,Hybrid,['IT Services and IT Consulting'],['IT & Software'],"['SAP', 'ABAP', 'IT Support']",,['SAP'],,,['ABAP'],['IT Support'],Renesas Design Vietnam,Ho Chi Minh,2025-11-09
Data Engineer,Data / AI,senior,Unknown,Hybrid,"['Banking', 'IT Services and IT Consulting', 'Software Development Outsourcing', 'AI Software & Services']","['Finance', 'IT & Software', 'AI / Emerging Tech']","['Data Engineer', 'English', 'Apache Airflow', 'SQL', 'Python']",['English'],['Apache Airflow'],,,"['SQL', 'Python']",['Data Engineer'],GFT Technologies Vietnam,Ho Chi Minh,2025-11-09
AI Architect,Data / AI,senior,Up to $3000,At office,"['Financial Services', 'AI Software & Services']","['Finance', 'AI / Emerging Tech']","['LLM', 'Python', 'API', 'AI']",,['API'],,,['Python'],"['LLM', 'AI']",One Mount Group,Ho Chi Minh,2025-11-09
Blockchain Developer,Data / AI,mid,Unknown,Remote,['Blockchain & Web3 Services'],['AI / Emerging Tech'],"['Blockchain', 'Phoenix', 'Web3.js', 'TypeScript', 'Rust']",,['Phoenix'],,,"['TypeScript', 'Rust']","['Blockchain', 'Web3.js']",BachHop Ltd,Ho Chi Minh,2025-11-08
Fullstack Developer,Fullstack Developer,senior,Unknown,At office,['Food and Beverage'],['Hospitality / F&B'],"['Fullstack', 'Microservices', 'API', 'MongoDB', 'ExpressJS', 'NodeJS']",,"['API', 'MongoDB']",['ExpressJS'],,,"['Fullstack', 'Microservices', 'NodeJS']",Công ty TNHH Liên doanh Ocany Việt Nam,Ho Chi Minh,2025-11-08
Fullstack Developer,Fullstack Developer,junior,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['VueJS', 'API', 'PostgreSql', 'Spring Boot', 'Java']",,"['API', 'PostgreSql']","['VueJS', 'Spring Boot']",,['Java'],,Hanoi K-Lab,Ha Noi,2025-11-08
Automation Tester,QA / Tester,mid,Up to $1200,At office,"['E-commerce', 'Software Products and Web Services']","['IT & Software', 'Ecommerce & Retail']","['Automation Test', 'English', 'Mobile Apps', 'Selenium']",['English'],,,['Selenium'],,"['Automation Test', 'Mobile Apps']",CAR FROM JAPAN,Ha Noi,2025-11-08
Systems Engineer / Administrator,Other,Unknown,Up to $3500,At office,['Healthcare'],['Healthcare'],"['System Admin', 'Linux', 'Windows']",,,,,,"['System Admin', 'Linux', 'Windows']",BỆNH VIỆN DỆT MAY,Ha Noi,2025-11-08
Automation Tester,QA / Tester,senior,Unknown,Remote,['Healthcare'],['Healthcare'],"['Java', 'CI/CD', 'Jira', 'Automation Test', 'API', 'Selenium']",,"['Jira', 'API']",,['Selenium'],['Java'],"['CI/CD', 'Automation Test']",32Co,Ho Chi Minh,2025-11-08
Backend Developer,Backend Developer,senior,Unknown,Remote,['Healthcare'],['Healthcare'],"['NodeJS', 'CI/CD', 'MongoDB', 'NestJS', 'AWS Lambda']",,"['MongoDB', 'AWS Lambda']",['NestJS'],,,"['NodeJS', 'CI/CD']",32Co,Ha Noi,2025-11-08
Automation Tester,QA / Tester,junior,Unknown,At office,"['E-commerce', 'Banking', 'IT Services and IT Consulting', 'Healthcare', 'AI Software & Services']","['IT & Software', 'Healthcare', 'Ecommerce & Retail', 'AI / Emerging Tech', 'Finance']","['Playwright', 'pytest', 'Tester', 'Selenium', 'Automation Test', 'English']",['English'],"['Playwright', 'pytest']",,['Selenium'],,"['Tester', 'Automation Test']",Hitachi Digital Services,Ho Chi Minh,2025-11-08
AI / Machine Learning Engineer,Data / AI,junior,Unknown,At office,['AI Software & Services'],['AI / Emerging Tech'],"['AI', 'AWS', 'MLOps', 'Deep Learning', 'Python', 'Machine Learning']",,['AWS'],,,['Python'],"['AI', 'MLOps', 'Deep Learning', 'Machine Learning']",Công ty TNHH Công Nghệ Angle AI,Ho Chi Minh,2025-11-08
